month,model,n_obs,direction_accuracy,balanced_accuracy,f1_positive,mcc,rmse_return,mae_return
2020-03,LLM multi-agent hybrid,22,0.3181818181818182,0.3857142857142857,0.34782608695652173,-0.23904572186687875,0.12218653005306118,0.09674387887726588
2020-03,Market-only Ridge/LogReg,22,0.4090909090909091,0.4904761904761905,0.43478260869565216,-0.019920476822239894,0.11158434028369447,0.08551501332339752
2020-03,Naive previous return,22,0.45454545454545453,0.37142857142857144,0.14285714285714285,-0.2571428571428571,0.12850948718938687,0.10517392475129457
2020-03,VAR market system,22,0.6363636363636364,0.4666666666666667,0.0,-0.14907119849998599,0.11044311385296565,0.07923530092007328
2020-03,VARX/Ridge news system,22,0.4090909090909091,0.45238095238095233,0.38095238095238093,-0.09221388919541469,0.11361488410121816,0.08706357439341982
2020-04,ARIMAX market,22,0.5,0.5166666666666666,0.42105263157894735,0.035634832254989916,0.22990049379008393,0.1743579978279107
2020-04,ARIMAX simple news,22,0.5454545454545454,0.5583333333333333,0.5,0.12076147288491199,0.232689954614853,0.17833827858988463
2020-04,LLM multi-agent hybrid,22,0.5,0.5333333333333333,0.26666666666666666,0.0967301666813349,0.2715182243977758,0.21590120592401962
2020-04,Market-only Ridge/LogReg,22,0.45454545454545453,0.4916666666666667,0.14285714285714285,-0.028867513459481284,0.24583716458087607,0.199328467410858
2020-04,Naive previous return,22,0.4090909090909091,0.4083333333333333,0.43478260869565216,-0.18257418583505536,0.31945395961335693,0.2449962573572246
2020-04,VAR market system,22,0.45454545454545453,0.45,0.5,-0.1,0.5140373897687753,0.3952070933991419
2020-04,VARX/Ridge news system,22,0.45454545454545453,0.4916666666666667,0.14285714285714285,-0.028867513459481284,0.25171172381987544,0.20534225747113116
2020-05,ARIMAX market,21,0.38095238095238093,0.5166666666666667,0.3157894736842105,0.038348249442368525,0.23307334675747596,0.17929439346697698
2020-05,ARIMAX simple news,21,0.38095238095238093,0.5166666666666667,0.3157894736842105,0.038348249442368525,0.2161388196841863,0.16435311451217763
2020-05,LLM multi-agent hybrid,21,0.3333333333333333,0.48333333333333334,0.2222222222222222,-0.04303314829119353,0.14466354187664912,0.11869344143033057
2020-05,Market-only Ridge/LogReg,21,0.5238095238095238,0.4666666666666667,0.6428571428571429,-0.062017367294604234,0.12900136539257162,0.09495111134740199
2020-05,Naive previous return,21,0.6190476190476191,0.5333333333333333,0.7333333333333333,0.06666666666666667,0.08200542067897588,0.056146993538981636
2020-05,VAR market system,21,0.42857142857142855,0.5,0.45454545454545453,0.0,0.04926309454696429,0.03800619380736782
2020-05,VARX/Ridge news system,21,0.47619047619047616,0.5333333333333333,0.5217391304347826,0.062017367294604234,0.12700981495333266,0.09702212964399355
2020-06,ARIMAX market,22,0.45454545454545453,0.3645833333333333,0.6,-0.25074294368839933,0.03370974206366756,0.024201185015910655
